id,timestamp,category,title,content
67422,2020-06-29 23:01:00,Bloomberg,Europe Finds It's Not So Easy to Say Goodbye to Low-Cost China,
64536,2020-06-26 14:08:00,Reuters,BRIEF-Nok Airlines Board Acknowledges Business Termination & Liquidation Of Nokscoot Airlines - Reuters,BRIEF-Nok Airlines Board Acknowledges Business Termination & Liquidation Of Nokscoot Airlines  Reuters
55605,2020-06-15 10:07:21,Reuters,U.N. rights expert asks to give evidence in South Africa air pollution case,"A United Nations human rights expert wants to submit evidence in a lawsuit against the South African government over its alleged failure to address long-term air pollution linked to burning coal, court papers show."
104194,2020-08-04 03:36:00,Reuters,Hurricane Isaias makes landfall in Southern North Carolina: U.S. NHC - Reuters,"Atlantic hurricane Isaias has made landfall in Southern North Carolina, the U.S. National Hurricane Center (NHC) said on Monday."
145382,2020-09-12 18:54:47,Reuters,lawmakers quiz Disney CEO over 'Mulan' | Reuters Video - Reuters,"A group of bipartisan U.S. lawmakers urged Walt Disney Bob Chapek to explain the company's connection with ""security and propaganda"" authorities of China's Xinjiang region during the production of live-action war epic ""Mulan."" Fred Katayama reports."
173245,2020-10-08 21:06:00,Reuters,Senate Democrats question BlackRock climate proxy voting record - Reuters,Five Democratic U.S. senators on Thursday asked BlackRock Inc to justify why it rarely supported shareholder resolutions tied to climate issues despite its increased focus on the environment this year.
93550,2020-07-24 05:55:06,Reuters,"UPDATE 1-Lonza plans to sell specialty ingredients unit, H1 profit rises","Lonza will begin selling its specialty ingredients unit in the second half of 2020, the Swiss drug contract manufacturer said, as it focuses on its drugs business that is making Moderna's prospective vaccine for the COVID-19."
125751,2020-08-25 06:29:11,Bloomberg,China's Dao Foods Invests in Plant-Based Meat Entrepreneurs,
56303,2020-06-16 08:00:21,Reuters,"UPDATE 1-India says officer, two soldiers killed in 'violent faceoff' on border with China","The Indian army said on
Tuesday one of its officers and two soldiers were killed in a
""violent faceoff"" on the contested border with China, the first
such incident in decades between the nuclear-armed neighbours."
157788,2020-09-24 09:00:16,Bloomberg,A Bloomberg Team Was Amused and Confused by Snowflake's Record IPO,
114889,2020-08-13 19:46:00,Reuters,Seven Argentine meat plants suspend exports to China over COVID-19 worries - Reuters,"Seven Argentine meat processing plants are temporarily not exporting to China because they have registered cases of COVID-19 among their employees, a source from the Argentine agricultural health agency Senasa said on Thursday."
167677,2020-10-04 06:34:00,Reuters,Reports: Multiple Saints being retested after RB positive for COVID-19 - Reuters,"New Orleans Saints fullback Michael Burton tested positive in Detroit on Saturday night, multiple outlets reported, and he is being retested in an effort to confirm the diagnosis."
30879,2020-05-05 16:38:49,Reuters,Norwegian Air sets deep discount for share sale,"Norwegian Air will sell new
shares at a 79% discount to the latest traded price on the Oslo
Bourse, the budget carrier said on Tuesday as it seeks to boost
its equity in order to qualify for Norway's government aid
package."
86172,2020-07-16 13:21:00,Reuters,Uber acquires public transportation software company in latest transit expansion - Reuters India,"Uber Technologies Inc on Thursday announced the acquisition of transit software provider Routematch, marking the ride-hailing company's latest move toward expanding its business with public transportation agencies."
75388,2020-07-07 05:40:00,Reuters,UPDATE 1-Indian committee recommends moving S.Korea-owned plant hit by gas leak - Reuters UK,"An investigation into a deadly gas leak at a South Korean-owned chemical plant in southern India that killed 12 people in May recommended the factory be moved away from inhabited areas, according to its full report released on Tuesday."
33831,2020-05-08 17:15:41,Reuters,Athletics: Coe says children will need more sport in post-pandemic world,"Children will need more access to sport in the post-pandemic world and there is a pressing need to press authorities to stop school sports ""withering on the vine"", World Athletics president Sebastian Coe said on Friday."
106459,2020-08-05 20:44:03,Reuters,Investing beyond stay-at-home stocks | Reuters Video - Reuters UK,John Hancock Global Thematic Opportunities Fund's Gert Van Der Geer identifies long-term themes that haven't played out in the market yet. He tells Reuters' Fred Katayama medical technology companies such as Boston Scientific and Edwards will bounce back once…
82567,2020-07-13 17:18:00,Reuters,U.S. renews opposition to Ghislaine Maxwell getting bail in Epstein case - Reuters,"Ghislaine Maxwell should be denied bail while facing charges she lured underage girls for the late financier Jeffrey Epstein, because she is a flight risk and does not deserve special treatment because she might contract COVID-19 in jail, federal prosecutors …"
181960,2020-10-17 19:28:00,Reuters,Veteran Quagliarella sets Samp on way to easy win over Lazio - Reuters UK,"Striker Fabio Quagliarella set Sampdoria on the way to a comfortable 3-0 win at home to a disappointing Lazio in Serie A on Saturday, raising questions over the visitors' ability to mount another title challenge this season."
46248,2020-05-29 08:08:09,Reuters,French economy shrinks at fastest pace in 50 years; worse to come,"France's economy contracted less than initially thought in the first quarter but it still plunged deep into recession and the worst is yet to come, official data showed on Friday."
145589,2020-09-13 05:07:00,Reuters,'Jumping for joy' Japanese welcome Osaka forcing discussion on racism - Reuters,"As they celebrated Naomi Osaka's victory in the final of the U.S. Open in Flushing Meadows on Saturday, Tokyoites were eager to embrace their heroines' stand against racial injustice."
154415,2020-09-21 15:47:00,Reuters,Bahrain king says accord with Israel not directed against any country - Reuters India,"Bahrain's move to establish ties with Israel was not directed against any entity or power but aimed to bring about a comprehensive peace in the Middle East, King Hamad bin Isa Al Khalifa said on Monday."
163750,2020-09-30 10:37:00,Reuters,Kuwait's debt law gridlock poses first economic test for new emir - Reuters UK,Kuwait's new Emir Sheikh Nawaf al-Ahmad al-Sabah faces the urgent task of overcoming legislative gridlock on debt legislation needed to tackle a liquidity crisis in the wealthy oil producing country.
164546,2020-09-30 22:16:20,Reuters,Salesforce.com adapts its software for pandemic vaccine distribution,Salesforce.com on Wednesday said it has adapted some of its business software to help healthcare organizations and government entities distribute vaccines for the novel coronavirus once they become available.
109141,2020-08-07 21:18:25,Bloomberg,Oskouian on using HVAC Tech to Combat COVID-19,
53305,2020-06-10 18:14:10,Bloomberg,Argentines Return to Jogging in the Dark,
62069,2020-06-24 19:13:00,Reuters,Gabon lawmakers vote to decriminalise homosexuality - Reuters UK,"Lawmakers in Gabon's lower house of parliament voted to decriminalise homosexuality, becoming one of the few countries in sub-Saharan Africa to reverse a law that punishes sexual relations between people of the same sex."
2715,2020-03-25 12:55:00,Reuters,Johnson says UK doing everything it can to help aviation industry,"The British government has not washed its hands of any sector and is doing everything it can to help the aviation industry through the coronavirus crisis, Prime Minister Boris Johnson said on Wednesday."
112155,2020-08-11 15:56:19,Reuters,"U.S.-China trade deal is 'fine', China still buying U.S goods: Kudlow","China is continuing to buy U.S. goods and particularly commodities under the U.S.-China Phase 1 trade deal signed in January, despite rising tensions on Hong Kong and other issues, White House economic adviser Larry Kudlow said on Tuesday."
108169,2020-08-07 04:39:00,Reuters,"FOREX-Dollar bounces, yuan stung by Trump's Tiktok and WeChat ban - Reuters","The dollar nursed losses against major currencies on Friday ahead of the U.S. non-farm payrolls report, which some investors fear could reinforce the view that momentum in the world's largest economy is slowing."
147960,2020-09-15 11:23:00,Reuters,Denmark tells Copenhagen restaurants to close at 10 p.m - Reuters UK,"Denmark's government said on Tuesday it was limiting opening hours for restaurants, bars and cafes in the capital Copenhagen to 10:00 p.m. after seeing a rise in new coronavirus infections."
98966,2020-07-29 20:01:00,Reuters,US STOCKS-Wall St closes higher after Fed vows more support for the virus-battered economy - Reuters India,"U.S. stocks added to gains on Wednesday after the Federal Reserve repeated a pledge to use its ""full range of tools"" to support the economy but cautioned that the outlook ""will depend significantly on the course of the virus."""
154502,2020-09-21 16:48:00,Reuters,"Ellen DeGeneres issues apology, vows 'new chapter' after on-set turmoil - Reuters","Ellen DeGeneres on Monday opened the new season of her popular television talk show by apologizing to staff after reports of a toxic work environment on her set and saying changes had been made to start ""a new chapter."""
183166,2020-10-20 07:59:00,Reuters,UK backs human challenge studies of COVID-19 vaccines with $44 million fund - Reuters,Britain said on Tuesday it would back human challenge studies to accelerate the development of COVID-19 vaccines by exposing volunteers to the virus after they had received a vaccine candidate.
69788,2020-07-01 13:51:00,Reuters,"Brazil's Vale to relocate 50 people near dams, expanding 'safety zone' - Reuters",Brazilian miner Vale SA said on Wednesday it will relocate about 50 people near a series of tailings dams in the state of Minas Gerais to reflect concern that a wider area could be hit by a potential dam burst.
111616,2020-08-11 07:27:00,Reuters,"European stocks jump as carmakers, HelloFresh rally - Reuters","European stocks rose for a third straight session on Tuesday as automakers gained on strong China sales data, with hopes of a steady economic recovery from the coronavirus crisis boosting global sentiment."
20827,2020-04-20 19:44:51,Reuters,"EMERGING MARKETS-Weak oil, strong dollar pressure Latam FX; stocks down","Mexican and Colombian currencies
retreated on Monday as oil prices plummeted, while broader Latin
American risk assets remained under pressure from concerns over
the coronavirus outbreak.
    U.S. crude oil futures turned negative for the first time in
histor…"
97092,2020-07-28 10:44:00,Reuters,D.R. Horton quarterly revenue rises 10% on home sales bounce - Reuters,"No.1 U.S. homebuilder D.R. Horton Inc on Tuesday reported an about 10% rise in quarterly revenue, as record-low mortgage rates and a shift towards suburban living sparked by the coronavirus crisis helped boost sales."
50234,2020-06-05 04:37:12,Bloomberg,China Takes First Steps Toward $3 Trillion REIT Market,
182857,2020-10-20 01:17:00,Reuters,Australia's Victoria state eyes accelerating easing of COVID-19 curbs - Reuters India,"Australia's Victoria state may accelerate the easing of social distancing restrictions after reporting just one new COVID-19 case on Tuesday, Premier Daniel Andrews said on Tuesday."
50954,2020-06-06 08:35:15,Reuters,"Malians rally against President Keita, demand his resignation",Thousands of Malians joined a protest rally in the capital Bamako on Friday to demand the resignation of President Ibrahim Boubacar Keita over what they say is his mishandling of many crises plaguing the west African nation.
69946,2020-07-01 15:46:00,Reuters,Fed's Daly sees 4-5 year recovery in best-case scenario - Reuters,"San Francisco Federal Reserve Bank President Mary Daly on Wednesday painted a grim picture of the U.S. economic outlook, saying that even under her best-case scenario unemployment will still top 10% at year's end and won't return to pre-crisis levels for four…"
64895,2020-06-26 20:50:00,Reuters,"UPDATE 1-Ford, VW will stay neutral on challenges to Trump vehicle emissions rule -document - Reuters Africa","Four major automakers will not take a position on legal challenges to the Trump administration's decision to dramatically weaken Obama-era fuel economy standards but want to weigh in on any court fix, according to a document seen by Reuters."
18694,2020-04-16 15:40:35,Reuters,Tajik reporter jailed for quoting Muslim Brotherhood leaders,"A Tajik court on Thursday sentenced a local journalist to a year in prison over a dissertation in which he quoted the works of Muslim Brotherhood leaders, his lawyer said."
189187,2020-11-03 16:18:00,Reuters,Breakingviews - SPACs give Wall Street another slice of the pie - Reuters,"Investment banks know a fee opportunity when they see it. And this year, the big opportunity has been offerings of special purpose acquisition companies, which list shares on the public market with the intention of buying another business later. The investmen…"
113228,2020-08-12 14:14:00,Reuters,"Vaping linked to risk of COVID-19 in teens, young adults - Reuters","Vaping may be associated with a five to seven times increased risk of COVID-19 among U.S. teenagers and young adults, a study published on Tuesday suggests."
133380,2020-09-01 16:07:00,Reuters,"UPDATE 2-Brazil's Bolsonaro, with popularity rising, extends COVID-19 welfare - Reuters India","Brazil's President Jair Bolsonaro on Tuesday extended until the end of the year payments for low-income Brazilians hit by the economic fallout from the COVID-19 pandemic, a program that has boosted his popularity but created tension with his finance team."
8178,2020-04-01 17:33:28,Reuters,France likely to unwind lockdown gradually: PM,"France is likely to unwind its nationwide coronavirus lockdown gradually rather than in one go, the prime minister told parliament on Wednesday."
25709,2020-04-28 03:53:15,Reuters,"As Japan fights coronavirus with shutdowns, rats emerge onto deserted streets","As more Japanese restaurants shut down and people stay home during the country's state of emergency to fight the coronavirus, experts say rats may be expanding their search for food to deserted streets once crowded with humans."
156417,2020-09-23 08:26:00,Reuters,Civil lawsuits filed over COVID-19 outbreak at Austrian ski resort Ischgl - Reuters.com,Civil lawsuits filed over COVID-19 outbreak at Austrian ski resort Ischgl  Reuters.com
140370,2020-09-08 12:40:00,Reuters,Tesla shares fall as it fails to make it into S&P 500 index - Reuters,Tesla Inc tumbled 15% early on Tuesday after its surprise exclusion from the S&P 500 index added to the broader sell-off in technology stocks which have dominated Wall Street's recovery from the coronavirus-driven crash earlier this year.
160683,2020-09-27 16:07:09,Bloomberg,"Dwayne Johnson, AKA 'the Rock,' Backs Biden: Campaign Update",
88016,2020-07-19 00:00:00,Bloomberg,A 1000% Rally Has Glove Maker Stock Mania Outpacing Even Tesla,
50286,2020-06-05 05:53:30,Reuters,Lonza taps Roche executive Ruffieux as new CEO,"Swiss contract drug manufacturer Lonza Group on Friday named Roche manager Pierre-Alain Ruffieux as its new chief executive officer, effective Nov. 1."
53635,2020-06-11 06:14:36,Bloomberg,Tesla's (TSLA) Elon Musk Nears Title of Most Valuable Carmaker,Tesla's (TSLA) Elon Musk Nears Title of Most Valuable Carmakerbloomberg.com
186678,2020-10-28 11:44:04,Bloomberg,Callow: Expect Risk Currencies To Outperform In the Short Term,
129080,2020-08-27 22:43:00,Reuters,"Severe or fatal COVID-19 very rare in children, study finds - Reuters","Children and young people are far less likely than adults to get severe cases of COVID-19 infection, and death from the pandemic disease among children is exceptionally rare, according to UK research published on Thursday."
112026,2020-08-11 14:23:00,Reuters,US STOCKS-S&P 500 inches closer to record high as stimulus bets climb - Reuters,"The S&P 500 on Tuesday closed in on its February record high, returning to levels last seen before the onset of the coronavirus crisis that caused one of Wall Street's most dramatic crashes in history."
96360,2020-07-27 19:37:00,Reuters,CANADA FX DEBT-C$ gains along with higher oil prices as greenback sinks - Reuters,"year yield hits its lowest since June 15 at
0.482%

    By Fergal Smith
    TORONTO, July 27 (Reuters) - The Canadian dollar
strengthened against its U.S. counterpart on Monday as oil
prices rose and the greenback again declined against a basket of
major curr…"
73437,2020-07-05 06:01:41,Reuters,"One of two Seattle protesters hit by car dies, other in ICU","Two female protesters in Seattle were hit on Saturday by a speeding car that drove into a crowd demonstrating on an interstate highway, causing injuries that led to the death of one, while leaving the other in serious condition."
101872,2020-07-31 21:40:04,Bloomberg,Fauci Hopes to Have Covid Vaccine End of Year,
103344,2020-08-03 09:51:45,Reuters,Scientists inspired by 'Star Wars' create artificial skin able to feel,"Singapore researchers have developed ""electronic skin"" capable of recreating a sense of touch, an innovation they hope will allow people with prosthetic limbs to detect objects, as well as feel texture, or even temperature and pain."
159993,2020-09-26 08:18:00,Reuters,Hungary hit by large cyber attack from Asia: Magyar Telekom - Reuters India,"Hungarian financial institutions and telecoms infrastructure were hit with a powerful cyber attack on Thursday from computer servers located in Russia, China and Vietnam, telecoms firm Magyar Telekom said."
23696,2020-04-24 08:32:10,Reuters,World Bank provides $36.2 million aid to help Bosnia fight coronavirus,"The World Bank approved $36.2 million in financing for Bosnia on Friday to help the Balkan country prevent, detect and respond to the COVID–19 pandemic."
88686,2020-07-20 05:38:00,Reuters,COLUMN-China's record crude oil storage flies under the radar: Russell - Reuters,"China's refineries imported and processed record amounts of crude oil in June, and while these are undoubtedly bullish economic signals, it's worth noting that flows into storage tanks were also likely at an all-time high."
11925,2020-04-07 04:59:05,Reuters,UK PM Johnson in intensive care with worsening coronavirus symptoms,"British Prime Minister Boris Johnson was fighting worsening coronavirus symptoms in an intensive care unit on Tuesday, leaving his foreign minister to lead the government's response to the accelerating outbreak."
143195,2020-09-10 15:55:00,Reuters,U.S. blacklists Russia-linked individuals over election interference - Reuters,"The United States on Thursday imposed sanctions on four Russia-linked individuals, the U.S. Treasury Department said, accusing them of attempting to influence the U.S. electoral process."
13848,2020-04-09 07:55:48,Reuters,"Russia's coronavirus case tally surpasses 10,000 after record daily rise","Russia on Thursday reported a record one-day rise of 1,459 new cases of coronavirus, pushing its national case total to 10,131."
17769,2020-04-15 15:38:32,Reuters,U.S. crude stocks jump by a record 19 mln barrels as refiners cut back- EIA,"U.S. crude oil stockpiles rose by 19 million barrels last week, the biggest one-week increase in history, the U.S. Energy Information Administration said, as refiners throttled back activity due to slumping demand as a result of the coronavirus pandemic."
152390,2020-09-18 20:02:00,Reuters,Turkey rejects U.N human rights violation claims in Syria - Reuters UK,Turkey rejected on Friday the human rights violations claims in northern Syria laid out in a report by the United Nations Commission of Inquiry and following criticism.
186520,2020-10-28 09:54:00,Reuters,Maradona self-isolating at home due to COVID-19 risk - report - Reuters UK,"Argentina soccer great Diego Maradona is self-isolating after one of his bodyguards displayed symptoms of COVID-19, the country's state-run news agency Telam reported on Tuesday."
113738,2020-08-12 23:35:00,Reuters,"Australia's Victoria reports 278 new coronavirus cases, eight deaths - Reuters Africa","Australia's second-most populous state of Victoria on Thursday said eight people had died from the coronavirus in the past 24 hours, a day after recording the deadliest day of the pandemic with 21 casualties."
125157,2020-08-24 15:16:00,Reuters,Tropical Storm Marco could weaken to a depression on Monday - Reuters Africa,"Tropical Storm Marco is expected to weaken to a depression Monday night and degenerate to a remnant low on Tuesday, the U.S National Hurricane Center (NHC) said in its latest advisory on Monday."
84384,2020-07-15 06:53:00,Reuters,UK minister on Trump's Huawei remark: 'We all know Trump don't we' - Reuters,"A senior British minister on Wednesday denied that U.S. President Donald Trump was responsible for Britain's 5G ban on Huawei, saying the decision was a considered one despite attempts by some individuals to claim credit."
178901,2020-10-14 19:40:32,Bloomberg,Time To Stop Playing Politics On Stimulus: Blanchflower (Radio),
30067,2020-05-04 17:22:26,Reuters,"'Twilight' prequel book coming, written from vampire Edward's perspective","Author Stephenie Meyer thrilled fans of her best-selling ""Twilight"" novels on Monday by announcing she will release a prequel that explores the characters' love story from the perspective of vampire Edward Cullen."
54512,2020-06-12 11:00:32,Bloomberg,The Past and Present of Black-Owned Businesses in Seattle,
13503,2020-04-08 20:57:03,Bloomberg,WeWork Isn't Paying Some April Rent as It Seeks Landlord Relief,
120553,2020-08-19 13:29:27,Bloomberg,Long-Time Ugandan Opposition Leader Abandons Presidential Race,Uganda’s four-time presidential election loser has abandoned plans to challenge long-term ruler President Yoweri Museveni for the top seat at next year’s vote.
152951,2020-09-19 16:59:00,Reuters,Spurs sign Spain defender Reguilon from Real Madrid - Reuters India,"Tottenham Hotspur have signed left back Sergio Reguilon from Spanish champions Real Madrid on a five-year deal, the Premier League club said in a statement https://www.tottenhamhotspur.com/news/2020/september/reguilon-completes-transfer on Saturday."
120407,2020-08-19 10:56:00,Reuters,Kremlin says it sees no need to help Belarus militarily - Reuters,The Kremlin said on Wednesday there was no need for Russia to help Belarus militarily or otherwise amid the unrest over its contested Aug. 9 presidential election and that Belarus also saw no need for such help from Russia.
122910,2020-08-21 11:21:00,Reuters,"WRAPUP 2-UK economy rebounding for now, as public borrowing mounts - Reuters","WRAPUP 2-UK economy rebounding for now, as public borrowing mounts  Reuters"
173162,2020-10-08 19:55:37,Reuters,"RPT-Trafigura plans to restart Congo copper mine, prime minister says","Trafigura intends to restart its copper mine in Democratic Republic of Congo, the prime minister's office said following a meeting with the commodity trader on Thursday."
6298,2020-03-30 16:06:08,Reuters,"Ray-Ban maker EssilorLuxottica suspends dividend, postpones AGM",Ray-Ban maker EssilorLuxottica on Monday said it was suspending its dividend payment due to the coronavirus outbreak and pushed back its annual shareholders' meeting by a month.
169594,2020-10-06 05:31:34,Reuters,Toyota-Panasonic venture to build lithium-ion batteries for hybrids in Japan,"A Toyota Motor Corp and Panasonic Corp joint battery venture will establish a production line in Western Japan to manufacture lithium-ion power units for hybrid vehicles beginning in 2022, the company said on Tuesday."
63884,2020-06-26 03:40:14,Reuters,Colombia's first suspected COVID-19 death occurred in February: government,"Colombia's first suspected death from COVID-19 occurred in February, almost a month before the Andean country originally reported its first case of the coronavirus, the government's statistics agency said Thursday."
20421,2020-04-19 15:19:18,CNBC,The coronavirus pandemic will likely leave a lasting legacy on retail: Fewer department stores,"""The category has been on its way out for years. They are just in different stages of distress,"" said one former department store CEO. He expects the coronavirus pandemic will speed its decline."
29901,2020-05-04 14:50:53,Reuters,Xiaomi to roll out new e-commerce service in India to boost sales during lockdown,Chinese smartphone maker Xiaomi Corp said on Monday it will launch an e-commerce service in India this week to enable customers stuck at home during a nationwide lockdown to buy its products from their local retailer.
71156,2020-07-02 13:55:13,Reuters,"Up to 60% of usual capacity will be allowed to attend 2020 French Open, say organisers","Up to 60% of the usual capacity will be allowed inside the Roland Garros grounds for the 2020 edition of the French Open amid the COVID-19 crisis, organisers said on Thursday."
83619,2020-07-14 14:36:00,Reuters,Sneijder latest top Dutch footballer considering comeback - Reuters Africa,"Wesley Sneijder is considering following in the footsteps of his former Netherlands team mate Arjen Robben and returning to playing football next season, Dutch media reported on Tuesday."
45531,2020-05-28 10:26:34,Reuters,No preferential access to Themis' potential COVID-19 vaccine - CEO,"Nobody will get preferential access to a potential COVID-19 drug developed by vaccine maker Themis Bioscience, which is being bought by U.S. pharmaceuticals firm Merck & Co Inc, the Austrian firm's chief executive said on Thursday."
155334,2020-09-22 11:42:00,Reuters,CDC advisory panel to delay vote on initial COVID-19 vaccine roll-out: WSJ - Reuters UK,"A federal advisory committee will put off vote on recommending who should get initial limited doses of a potential COVID-19 vaccine, until members learn more about the vaccines that could become available first, the Wall Street Journal reported on Tuesday, ci…"
14189,2020-04-09 14:30:52,CNBC,Tom Brady says he had to 'check' himself after Gisele wrote him a letter asking for more help at home,"Though Tom Brady has seen a lot of professional success on and off the football field, the 42-year-old says he's had to make a few adjustments to his work-life balance approach in order to help his wife, Gisele Bundchen, out at home."
61500,2020-06-24 11:46:18,Reuters,"Swissport to cut up to 4,556 jobs in UK and Ireland: internal letter","Aviation services company Swissport said it could cut up to 4,556 jobs, or up to 53% of its workforce in the UK and Ireland, as it forecasts regional revenues will be cut by half as a result of the travel slump caused by the coronavirus pandemic."
161524,2020-09-28 13:22:00,Reuters,ICRA ratings for Indian debt instruments-Sep 28 - Reuters India,"Sep 28 - Below are the ratings awarded by Investment Information Credit Rating Agency Ltd. (ICRA) for local debt instruments as of September 25, 2020. COMPANY INSTRUMENT RATING AMOUNT MOVEMENT (RS.MLN) ------ ---------- ------ ----- --------- SHORT TERM RATIN…"
65940,2020-06-28 18:17:00,Reuters,Israel's Bank Hapoalim makes Krupik permanent chairman - Reuters,"Bank Hapoalim, Israel's largest lender, said on Sunday that Reuven Krupik would be its chairman permanently after he assumed the role on a temporary basis earlier this month when his predecessor stepped down."
12664,2020-04-07 22:59:18,Reuters,"UPDATE 1-Treasury Wine mulls Penfolds demerger, to scale back commercial wine business","(Adds details on reorganisation, background)"
139822,2020-09-08 02:47:00,Reuters,Revitalised Azarenka downs Muchova to reach last eight - Reuters Canada,Victoria Azarenka reached her first Grand Slam quarter-final in more than four years after rallying from a set down to beat Czech Karolina Muchova 5-7 6-1 6-4 in the fourth round of the U.S. Open on Monday.
11590,2020-04-06 18:26:24,CNBC,Couple who had to postpone wedding due to coronavirus pandemic: 'We've definitely gone through the 5 stages of grief',"Anna Longworth and Patrick Singer planned their wedding for May 2020. But, as a result of the coronavirus pandemic, they've had to postpone until May 2021. Here's what that process has been like."
24209,2020-04-24 19:09:08,CNBC,These New Yorkers were set to open a restaurant in March—then the coronavirus pandemic hit,"Food truck co-owners Christopher Yu, Jeffrey Fann and Howard Jeon were set to expand their business and open a restaurant in Queens, New York, on March 17. In the week leading up to opening day, the coronavirus pandemic escalated in NYC, ultimately derailing …"
158029,2020-09-24 13:32:00,Reuters,Harley deepens restructuring with India exit - Reuters UK,"Harley-Davidson Inc <HOG.N> said on Thursday it would discontinue its sales and manufacturing operations in India, effectively abandoning the world's biggest motorcycle market after a decade of unsuccessful efforts to gain a foothold."
78875,2020-07-09 14:49:00,Reuters,Dutch league to allow some fans to return in September - Reuters UK,"League football in the Netherlands will resume in September with 15 to 35 percent of the stadium available for spectators but with no away supporters allowed, the Dutch football association (KNVB) said on Thursday."
114816,2020-08-13 18:06:00,Reuters,Polish resort offers guests free coronavirus tests as cases spike - Reuters Africa,A Polish holiday resort is offering free coronavirus tests to guests as cases spike nationally.
116110,2020-08-14 18:38:23,Reuters,EU takes first step to impose new sanctions on Belarus,"The European Union on Friday took the first step to impose new sanctions on Belarus over a disputed election last Sunday and a crackdown on protests that followed, instructing its foreign policy arm to prepare a blacklist of responsible individuals."
185403,2020-10-25 21:12:00,Reuters,Coca-Cola Amatil gets $6.6 billion takeover offer from Coca-Cola European Partners - Reuters.com,Coca-Cola Amatil gets $6.6 billion takeover offer from Coca-Cola European Partners  Reuters.com
187852,2020-10-30 21:03:00,Reuters,"Nigeria reaches out to U.S., South Korea to back WTO candidate - Reuters UK","Nigeria is reaching out to the United States and South Korea to persuade them to back its pick to head the World Trade Organization, the trade ministry said on Friday, after the candidate's last-minute rejection threw the selection process into confusion."
34844,2020-05-11 14:36:14,Reuters,Immunity from prosecution for Lesotho PM not part of exit deal-party,"Immunity from prosecution for Lesotho's Prime Minister Thomas Thabane in the murder of his ex-wife was not discussed in the deal to dissolve his government, a spokesman for a partner party in a proposed replacement coalition said on Monday."
130144,2020-08-28 20:34:58,Reuters,Exclusive: Most U.S. states reject Trump administration's new COVID-19 testing guidance,"A majority of U.S. states have rejected new Trump administration COVID-19 testing guidance in an extraordinary rebuke of the nation's top agency for disease prevention, according to officials at state health agencies and public statements reviewed by Reuters."
50051,2020-06-04 19:50:11,Reuters,"U.S. insurers ask Treasury, Fed to back pandemic payouts for trade credit coverage","U.S. trade credit insurers have
approached the U.S. Treasury Department and Federal Reserve
seeking financial backing for claims payments to support
business supply chains hit by the novel coronavirus pandemic,
three people familiar with the matter said."
91523,2020-07-22 14:32:00,Reuters,"Fact check: No evidence Ronald Reagan said Democrats will restrict “freedoms”, “history” and “safety” - Reuters","Social media users have been sharing an image online with a quote attributed to Ronald Reagan, which states that Democrats will restrict “freedoms”, “history” and “safety”. The quote is dated from 1987. Reuters could not find any evidence that the former Pres…"
94920,2020-07-26 02:02:00,Reuters,"Australia reports surge in daily new cases, record fatalities - Reuters India","Australia's second-most populous state, Victoria, recorded 459 cases of the new coronavirus, the second-highest daily total and up from 357 cases the previous day, the state's leader said on Sunday."
174561,2020-10-10 01:02:33,Reuters,NFL to penalize talking to refs without a mask,Any coach who approaches a referee without wearing a proper face covering now can be slapped with a 15-yard unsportsmanlike conduct penalty.
95382,2020-07-26 23:02:42,Reuters,Germany must toughen audit rules after Wirecard scandal: Weidmann,"Germany must toughen its rules for auditing and accounting to prevent another billion-euro scam like the Wirecard scandal, Bundesbank President Jens Weidmann said in a newspaper interview published on Monday."
182403,2020-10-18 16:16:47,Bloomberg,Native Americans Face Voting Barriers,
33832,2020-05-08 17:14:44,Reuters,U.S. drillers cut oil & gas rigs to historic low - Baker Hughes,The number of operating oil and natural gas rigs fell to an all-time low - reflecting data going back 80 years - as the energy industry slashes output and spending to deal with the coronavirus-led crash in fuel demand.
9568,2020-04-03 06:18:29,Reuters,British supermarket Sainsbury's to remove most customer purchasing limits,British supermarket group Sainsbury's said on Friday it would start to remove the customer purchasing limits it imposed as a response to increased demand during the coronavirus emergency.
3430,2020-03-26 06:29:45,Bloomberg,Lessons from China on the economic slump coming for the world,China’s deepest economic slump in decades carries warnings and lessons for the rest of the world as nations from Germany to the U.S. face the likelihood of following it into recession.
125152,2020-08-24 15:21:00,Reuters,Greece to extend fence on land border with Turkey to deter migrants - Reuters,"Greece will proceed with plans to extend a cement and barbed-wire fence that it set up in 2012 along its northern border with Turkey to prevent migrants from entering the country, the government said on Monday."
78921,2020-07-09 15:49:00,Reuters,Northern Ireland to get religious same-sex marriage - Reuters,"LONDON (Thomson Reuters Foundation) - Same-sex religious marriages will be allowed in Northern Ireland, the British government said on Thursday, bowing to pressure from LGBT+ campaigners after the first secular lesbian wedding in February."
128803,2020-08-27 17:33:00,Reuters,Wisconsin police officer who shot Jacob Blake is 31-year-old with 7 years on the force - Reuters,"The white police officer who shot Jacob Blake, paralyzing the Black man and setting off civil unrest in Kenosha, Wisconsin, has served on the city's police force for seven years and once told a local newspaper he had always wanted to be a policeman."
94111,2020-07-24 15:59:53,Reuters,"BA aims to sell shares, dodge bailout - sources - Reuters UK","British Airways-owner IAG plans to raise money from investors and avoid a government bailout, according to Reuters sources. Julian Satterthwaite reports."
